bci,cci,inflation_growth_rate,government_reserves,unemployment_rate,industrial_production,long_term_interest,ppi_growth_rate,share_price,short_term_interest,trade_in_goods,qgdp
103.0407,99.99999955321945,0.3460208,46876.568370565044,5.1,23.34718,4.31,-0.40040416666666667,3.289485,5.086949152542373,-0.0097,2.255169531
102.4472,99.99999955321945,0.6920415,46876.568370565044,5.0,23.37384,4.34,-0.3012049,3.289485,5.086949152542373,0.0555,2.255169531
101.515,99.99999955321945,0.6896552,46876.568370565044,5.1,22.81407,4.4,-0.3012049,3.451722,5.086949152542373,0.17,0.070560341
100.383,99.99999955321945,1.038062,46876.568370565044,5.2,22.04118,4.43,-0.6024099,3.440533,5.086949152542373,0.1432,0.070560341
99.51455,99.99999955321945,1.384083,46876.568370565044,5.5,22.01451,4.68,0.6024099,3.311863,5.086949152542373,0.1172,0.070560341
99.39569,99.99999955321945,1.730104,46876.568370565044,5.7,21.85462,4.53,-0.3012049,3.323052,5.086949152542373,0.144,0.284889055
99.88017,99.99999955321945,1.37931,46876.568370565044,5.8,21.98795,4.53,-0.6024099,3.367807,5.086949152542373,0.0848,0.284889055
100.6219,99.99999955321945,1.730104,46876.568370565044,5.3,23.34718,4.69,-0.3021149,3.496477,5.086949152542373,0.1407,0.284889055
100.792,101.642,1.034483,21478.0,5.2,23.96018,4.72,-0.3016599,3.418156,5.086949152542373,0.2879,2.247714292
100.0401,101.3791,1.730104,21396.0,4.8,23.74695,4.49,-0.3012049,3.255919,5.086949152542373,0.2016,2.247714292
99.06373,101.1521,1.730104,21345.0,5.4,23.53373,4.25,0.6024099,3.20557,5.086949152542373,0.2499,2.247714292
98.29862,101.0268,1.724138,21278.0,5.2,23.34718,4.28,0.6024099,3.233542,5.086949152542373,0.2743,-0.539073361
97.88692,101.0584,1.724138,21234.0,5.1,23.32051,4.35,0.3012049,3.20557,5.086949152542373,0.3662,-0.539073361
97.8821,101.1479,1.718213,21170.0,5.4,23.02729,4.15,0.6042299,3.356618,5.086949152542373,0.3679,-0.539073361
98.05575,101.1669,1.369863,20999.0,5.5,22.9474,3.9,1.20846,3.261514,5.086949152542373,0.4432,0.48942128
98.30569,101.0239,1.369863,20803.0,5.6,22.92073,3.8,1.212122,3.255919,5.086949152542373,0.4146,0.48942128
98.32546,100.8022,1.023891,20430.0,5.5,22.68084,3.8,1.512406,3.11606,5.086949152542373,0.4514,0.48942128
98.22823,100.6182,1.360544,20068.0,6.1,22.65418,3.89,1.81269,3.037739,5.086949152542373,0.4881,-1.283403329
98.03403,100.5585,1.360544,19558.0,6.1,22.33439,3.93,2.121213,3.132843,5.086949152542373,0.5116,-1.283403329
97.90157,100.58,1.360544,19359.0,6.6,21.90795,3.84,1.818183,3.177598,5.086949152542373,0.489,-1.283403329
97.94138,100.6295,1.706485,19056.0,6.6,21.93462,3.84,1.506025,3.29508,5.086949152542373,0.4687,0.67490454
98.34831,100.6823,1.360544,18978.0,6.9,21.90795,3.78,1.81269,3.390184,5.086949152542373,0.5541,0.67490454
99.27218,100.7525,1.360544,18988.0,6.9,22.04118,3.74,0.5988027,3.496477,5.086949152542373,0.591,0.67490454
100.3435,100.8767,1.016949,19165.0,7.0,22.49429,3.78,-0.2994013,3.569204,5.086949152542373,0.4791,1.697434269
100.9821,101.0795,1.016949,19197.0,7.1,22.84074,3.71,-0.3003004,3.613959,5.086949152542373,0.4153,1.697434269
101.2301,101.2853,0.6756757,19308.0,6.9,23.16062,3.88,-0.3003004,3.60277,5.086949152542373,0.4414,1.697434269
101.4048,101.3841,1.351351,19235.0,7.0,23.42707,3.92,-0.5970152,3.597176,5.086949152542373,0.3385,1.919586999
101.6712,101.2939,1.013514,19642.0,6.6,23.64029,4.04,-0.44820825,3.742629,5.086949152542373,0.4518,1.919586999
101.8898,101.1303,1.351351,19521.0,6.7,23.61373,3.98,-0.2994013,3.703468,5.086949152542373,0.403,1.919586999
101.9104,101.0482,0.671141,19172.0,6.5,24.06674,3.92,-1.186944,3.664308,5.086949152542373,0.5103,1.961098063
101.869,101.1574,0.671141,18828.0,6.1,24.43985,3.94,-0.8902081,3.776195,5.086949152542373,0.4334,1.961098063
101.9876,101.3559,0.671141,18753.0,6.0,24.65307,4.06,-0.5952383,3.798573,5.086949152542373,0.375,1.961098063
101.8989,101.4976,0.671141,18650.0,5.8,24.43985,4.08,-0.296736,3.675497,5.086949152542373,0.3474,1.783648811
101.6926,101.4698,1.006711,18512.0,5.5,24.83963,4.04,-0.296736,3.709063,5.086949152542373,0.4941,1.783648811
101.2648,101.3278,1.006711,18329.0,5.6,24.97296,3.93,-0.2976192,3.720252,5.086949152542373,0.3245,1.783648811
100.5692,101.1428,1.342282,18192.0,5.6,25.02619,3.84,0.3003004,3.597176,5.086949152542373,0.4361,0.903663823
99.93292,100.9633,1.342282,18125.0,5.5,24.99952,3.87,0.3012049,3.356618,5.086949152542373,0.3683,0.903663823
99.51949,100.8201,1.342282,18490.0,5.5,24.94629,3.91,0.3012049,2.981796,5.086949152542373,0.5227,0.903663823
99.31556,100.7537,1.0,17784.0,5.4,25.18608,4.01,0.3003004,3.032145,5.086949152542373,0.4087,1.228513048
99.2306,100.805,1.337793,17638.0,5.7,25.21275,3.98,0.2994013,3.138438,5.086949152542373,0.3617,1.228513048
99.34564,100.9298,1.333333,17610.0,5.6,25.37274,3.98,1.501502,3.110466,5.086949152542373,0.4191,1.228513048
99.66213,101.0835,1.333333,17436.0,5.4,25.3994,3.93,0.9009013,3.026551,5.086949152542373,0.2258,0.328901576
100.0989,101.2328,1.333333,17286.0,5.7,25.50596,3.92,0.5988027,3.278297,5.086949152542373,0.2978,0.328901576
100.4447,101.3377,1.333333,17220.0,5.5,25.50596,3.86,0.2994013,3.378995,5.086949152542373,0.4309,0.328901576
100.5037,101.3388,1.333333,17178.0,5.7,25.69252,3.83,-0.2976192,3.502071,5.086949152542373,-0.1013,1.091574332
100.5117,101.1879,0.9966778,17114.0,5.9,25.98574,3.92,-0.5952383,3.541232,5.086949152542373,0.6324,1.091574332
100.6287,100.9841,1.328904,17189.0,5.7,26.14563,3.93,-0.5970152,3.51326,5.086949152542373,0.4691,1.091574332
100.9091,100.8553,0.9933775,17140.0,5.7,26.38552,3.97,-0.5988027,3.686685,5.086949152542373,0.515,1.122121453
101.0946,100.8945,0.9933775,17114.0,5.9,26.7053,3.93,-0.14925115,3.753818,5.086949152542373,0.4896,1.122121453
100.9835,101.0197,1.324503,17065.0,5.6,26.7853,3.99,0.3003004,3.748223,5.086949152542373,0.405,1.122121453
100.7387,101.1234,1.320132,16815.0,5.6,26.67863,4.02,0.2994013,3.653119,5.086949152542373,0.3925,2.198434459
100.6396,101.1352,1.320132,16774.0,5.4,26.73196,4.0,-0.2985076,3.720252,5.086949152542373,0.405,2.198434459
100.7226,101.1066,0.9868421,16838.0,5.5,26.99842,4.08,-1.183432,3.848922,5.086949152542373,0.4998,2.198434459
100.79,101.1191,1.315789,16948.0,5.5,27.18507,4.11,-0.2976192,3.893677,5.086949152542373,0.4839,0.655602437
100.7308,101.2325,1.315789,16817.0,5.7,27.3183,4.12,-0.2976192,3.871299,5.086949152542373,0.487,0.655602437
100.632,101.3925,1.644737,16843.0,5.5,27.26497,4.13,-0.2985076,3.960809,5.086949152542373,0.571,0.655602437
100.7938,101.5216,1.644737,16881.0,5.6,27.50486,4.17,0.2985076,4.050319,5.086949152542373,0.6313,2.108252099
101.0432,101.5629,1.644737,16770.0,5.4,27.69141,4.15,0.2994013,4.134234,5.086949152542373,0.6142,2.108252099
101.2674,101.5558,1.311475,16894.0,5.4,27.69141,4.22,0.3003004,4.234933,5.086949152542373,0.5492,2.108252099
101.3439,101.5547,1.311475,16899.0,5.3,28.14452,4.23,0.6024099,4.279688,5.086949152542373,0.5557,1.08873369
101.4308,101.5952,1.311475,16855.0,5.1,28.30442,4.2,0.3003004,4.290876,5.086949152542373,0.5417,1.08873369
101.6671,101.6563,1.30719,16591.0,5.2,28.38441,4.17,0.2994013,4.262905,3.86,0.5559,1.08873369
101.9729,101.703,1.302932,16629.0,4.9,28.57097,4.19,0.2985076,4.415434,3.87,0.542,1.562300666
102.1277,101.71,0.9771987,16690.0,5.0,28.75752,4.19,0.5988027,4.367893,3.85,0.5103,1.562300666
102.0913,101.6988,1.302932,16521.0,5.1,28.86409,4.2,0.5988027,4.448119,3.87,0.6783,1.562300666
101.9388,101.7027,0.974026,16386.0,5.1,28.46431,4.19,0.2985076,4.532308,3.94,0.5997,0.308871858
101.897,101.7499,1.298701,17015.0,4.8,29.34386,4.15,0.2985076,4.564002,3.99,0.4953,0.308871858
101.9146,101.8317,0.9708738,16672.0,5.0,29.69031,4.18,0.5988027,4.482785,4.14,0.7388,0.308871858
101.95,101.9393,0.9708738,16343.0,4.9,30.01009,4.19,0.2976192,4.588763,4.13,0.0285,2.419751879
102.0885,102.0663,0.9708738,15995.0,5.1,30.19675,4.21,0.5970152,4.628381,4.19,0.0166,2.419751879
102.1931,102.1848,1.294498,15829.0,4.7,30.59653,4.21,0.898204,4.633334,4.27,0.8781,2.419751879
102.0126,102.2549,1.618123,15592.0,4.8,30.72976,4.2,1.497007,4.693751,4.28,0.595,1.263298249
101.7043,102.2422,1.618123,15420.0,4.6,30.96964,4.21,1.796408,4.755159,4.32,0.5026,1.263298249
101.3645,102.1838,1.935484,15762.0,4.6,31.20953,4.21,2.08955,4.513489,4.31,0.3865,1.263298249
101.1802,102.1212,1.607717,15565.0,4.4,31.50265,4.2,1.785712,4.499623,4.29,0.5577,2.223252282
101.1865,102.0785,1.935484,15850.0,4.4,31.63588,4.25,1.785712,4.591735,4.3,0.5036,2.223252282
101.316,102.0446,1.607717,15721.0,4.3,31.71587,4.29,2.083331,4.749217,4.34,0.4333,2.223252282
101.3927,101.9965,1.92926,15639.0,4.2,32.03575,4.35,2.38095,4.858166,4.46,0.4645,2.304040466
101.6523,101.9125,1.602564,15548.0,4.1,32.16898,4.45,2.67857,4.895803,4.49,0.4375,2.304040466
102.128,101.8007,1.923077,15450.0,4.0,32.56876,4.62,3.273808,4.914622,4.75,0.4512,2.304040466
102.5696,101.6666,1.923077,15225.0,4.0,32.88854,4.61,3.264093,5.007379,4.95,0.3324,2.434228759
102.73,101.5088,2.564103,14962.0,3.8,33.10176,4.83,3.857565,4.986718,5.05,0.3394,2.434228759
102.5958,101.3373,2.555911,15026.0,3.8,33.55487,4.87,3.857565,4.781682,5.19,0.4804,2.434228759
102.1597,101.1586,2.866242,14914.0,3.8,33.6082,4.75,3.244836,4.912283,5.26,0.226,0.341601962
101.5992,100.9753,2.866242,14905.0,3.9,33.92799,4.78,2.941175,4.641294,5.38,0.355,0.341601962
101.3767,100.7927,2.531646,14958.0,3.8,34.08788,4.81,2.339182,4.615734,5.5,0.3826,0.341601962
101.3439,100.6213,2.848101,15148.0,3.8,34.27444,5.02,2.923978,4.60216,5.62,0.2528,0.846905052
101.2554,100.4799,3.481013,15015.0,3.8,34.3011,5.22,3.508774,4.329972,5.72,0.3227,0.846905052
101.0929,100.3862,3.481013,14876.0,3.7,34.62098,5.18,3.790089,4.158504,5.86,0.2142,0.846905052
100.75,100.3826,3.785489,14879.0,3.7,34.86077,5.01,3.197676,4.109592,5.83,0.3132,0.820407109
100.2402,100.5132,3.785489,14715.0,3.6,34.62088,5.16,2.898552,4.330366,5.79,0.2959,0.820407109
99.70287,100.7118,3.45912,14882.0,3.8,34.70088,4.84,2.017292,4.372814,5.65,0.2214,0.820407109
99.12962,100.9032,3.45912,14196.0,3.9,34.86454,4.58,2.011495,4.557863,5.4,0.3222,0.885552587
98.60984,101.037,2.8125,13997.0,3.8,34.46912,4.63,1.142858,4.733288,5.18,0.3661,0.885552587
98.16474,101.1286,2.803738,13854.0,3.8,34.27483,4.54,0.8571432,4.854181,5.01,0.359,0.885552587
97.93098,101.1972,2.47678,13906.0,3.8,34.59809,4.59,0.5714288,4.943822,4.43,0.41,0.061297813
98.09047,101.2466,2.786378,13942.0,3.8,34.29625,4.85,1.142858,5.050295,4.49,0.4315,0.061297813
98.54394,101.2685,2.777778,14274.0,3.9,34.29198,5.02,2.000001,5.005238,4.66,0.3981,0.061297813
99.13239,101.2372,2.769231,14223.0,3.8,34.21387,5.16,1.704546,5.117102,5.0,0.3566,0.946120917
99.69896,101.1319,2.446483,14605.0,3.8,34.8694,5.28,0.847458,5.195627,4.93,0.4206,0.946120917
100.1054,101.0118,2.752294,14648.0,3.8,34.81279,5.3,0.561798,5.271365,4.91,0.3994,0.946120917
100.2705,100.9574,2.431611,14927.0,4.0,35.0963,5.48,0.8450708,5.261735,5.22,0.1609,0.754017127
100.3685,101.026,2.735562,15437.0,3.9,35.59828,5.75,0.8450708,5.090616,5.4,0.2748,0.754017127
100.4851,101.1424,3.039514,14830.0,3.8,35.9816,5.7,1.694916,5.254071,5.62,0.1841,0.754017127
100.5415,101.2025,3.647416,14620.0,3.7,35.94294,5.53,1.690142,5.271944,5.48,0.1275,2.039507129
100.4914,101.1285,3.951368,14790.0,3.8,36.07171,5.56,2.542374,5.018927,5.33,0.1835,2.039507129
100.4893,100.9818,3.939394,13927.0,3.7,36.18431,5.74,2.832862,4.899619,5.58,-0.1498,2.039507129
100.5812,100.8444,3.927492,13840.0,3.5,36.23666,5.64,3.125001,5.271408,5.78,0.2514,1.67079955
100.4387,100.7732,3.915663,14348.0,3.5,36.64317,5.87,3.107343,5.432116,6.14,-0.0149,1.67079955
100.2076,100.7453,4.204204,14063.0,3.7,36.77779,5.72,2.801119,5.608871,6.12,0.0777,1.67079955
100.0453,100.7294,4.491018,14366.0,3.7,36.72139,5.5,2.793294,5.586795,6.03,0.1329,0.774955663
99.94923,100.7134,4.477612,14427.0,3.5,36.82388,5.42,2.801119,5.450272,5.85,0.0776,0.774955663
100.0531,100.7208,4.464286,14634.0,3.4,36.96336,5.46,3.072624,5.625068,5.78,0.2605,0.774955663
100.4095,100.7978,4.747775,14427.0,3.4,37.03671,5.58,3.072624,5.775299,5.9,-0.1049,0.393320041
100.6841,100.9788,4.733728,15660.0,3.4,37.51579,5.7,3.631284,5.886394,6.05,0.0893,0.393320041
100.6957,101.1807,4.719764,15710.0,3.4,37.63425,6.03,3.055554,5.973374,6.27,0.0698,0.393320041
100.6569,101.2825,4.398827,15454.0,3.4,37.86194,6.04,3.324098,5.725548,6.5,0.1591,1.565115509
100.7144,101.1839,4.678362,15499.0,3.4,38.10421,6.19,2.754819,5.677547,6.52,-0.4058,1.565115509
100.719,100.9632,5.247813,15758.0,3.4,38.40298,6.3,3.305784,5.514977,6.65,0.2064,1.565115509
100.6382,100.7083,5.523256,15947.0,3.4,38.26172,6.17,3.305784,5.605755,6.84,0.1357,0.303995321
100.5748,100.4686,5.507246,16070.0,3.4,38.11709,6.32,3.561646,5.793253,7.28,0.0112,0.303995321
100.4214,100.2419,5.475504,16057.0,3.5,38.48951,6.57,3.542236,5.46613,8.01,0.0272,0.303995321
100.2602,100.0094,5.444126,15936.0,3.5,38.69262,6.72,3.80435,5.189364,8.69,0.1084,0.660514205
100.2471,99.75871,5.714286,16195.0,3.5,38.78154,6.69,3.814716,5.158938,8.38,0.2035,0.660514205
100.2356,99.51151,5.698006,16743.0,3.7,38.77282,7.16,3.523037,5.185778,8.47,0.2625,0.660514205
100.1707,99.30638,5.665722,16316.0,3.7,38.78422,7.1,4.065042,5.275016,8.56,0.1499,-0.487694588
99.94347,99.17744,5.932203,16000.0,3.5,38.41864,7.14,4.312667,5.332546,8.46,0.2176,-0.487694588
99.56818,99.09123,6.197183,16964.0,3.5,38.31554,7.65,4.851751,5.038553,8.77,0.2017,-0.487694588
99.09557,99.01157,6.179775,17396.0,3.9,37.606,7.79,4.825737,5.003093,8.91,0.1832,-0.148470701
98.71941,98.92166,6.145251,17670.0,4.2,37.58121,7.24,4.825737,4.828743,8.58,0.2672,-0.148470701
98.50969,98.83971,5.817174,17350.0,4.4,37.53244,7.07,4.533332,4.897915,8.08,0.1558,-0.148470701
98.49749,98.80067,6.060606,16918.0,4.6,37.43589,7.39,3.999999,4.705036,7.51,0.148,0.141930001
98.77269,98.83009,6.043956,16165.0,4.8,37.39228,7.91,3.439152,4.124212,8.08,0.3236,0.141930001
99.0704,98.87502,6.010929,16328.0,4.9,37.27134,7.84,3.157893,4.087809,8.07,0.4617,0.141930001
98.98876,98.86267,5.978261,16065.0,5.0,37.36283,7.46,3.14136,4.074982,8.01,0.4497,0.92155083
98.56503,98.74365,5.405406,15795.0,5.1,37.29622,7.53,2.887138,4.186646,7.72,0.2453,0.92155083
97.9987,98.59235,5.660378,15528.0,5.4,37.03919,7.39,3.14136,4.466088,7.3,0.1297,0.92155083
97.58237,98.51775,5.630027,15120.0,5.5,36.29821,7.33,2.864582,4.560902,6.76,0.1896,-1.071638106
97.551,98.60647,5.6,14890.0,5.9,36.07835,6.84,2.583981,4.539128,6.08,0.0714,-1.071638106
98.11739,98.7891,5.570292,14487.0,6.1,36.90695,6.39,2.056556,4.852874,5.67,0.1677,-1.071638106
